Name,AGE,SOCIAL SECUIRTY,ALLERGIES,Doctor,Chickenpox (Varicella),Diphtheria.,Flu (Influenza),Hepatitis A.,Hepatitis B.,Hib (Haemophilus influenzae type b),HPV (Human Papillomavirus),Measles,Mumps,Shingles
Marley,11,429-87-4094,Pollen,Dr. Dean,1,1,0,1,1,1,1,1,1,1
Neil,34,810-11-2826,Tree Nuts,Dr. Watson,1,1,0,1,0,1,1,0,0,0
Ruben,39,597-61-9240,Soy Wheat,Dr. Bailey,1,1,0,1,1,1,1,1,1,1
Szymon,35,928-19-1141,Dust Mites Soy Pollen,Dr. Carlson,1,1,1,1,1,1,1,1,1,1
Zane,34,164-10-2915,Fish and shellfish,Dr. Peters,1,1,1,1,1,1,1,1,1,1
Ahmed,35,253-65-7341,Pollen Latex,Dr. Barnett,1,1,0,1,1,1,1,1,1,1
Ayaan,56,728-16-8717,,Dr. Horton,1,1,1,1,1,1,1,1,1,1
Conner,35,355-42-5890,Pollen Mold Tree Nuts,Dr. Carlson,1,1,0,1,0,1,1,1,0,0
Hector,29,597-49-4935,Wheat,Dr. Hamilton,1,1,1,1,1,1,1,1,1,1
Miller,20,828-51-2556,Wheat Soy,Dr. Sharp,1,1,0,1,1,1,1,1,1,1
Milo,53,752-20-1225,Penicillin Dust Mites,Dr. Elliott,1,1,1,1,1,1,1,1,1,1
Quinn,0,641-08-4026,Soy Cow's milk,Dr. Boyd,1,1,0,1,1,1,1,1,1,1
Reilly,42,927-89-0275,Latex Dust Mites Penicillin,Dr. Joyce,1,1,1,1,1,1,1,1,1,1
Roman,71,304-01-9485,,Dr. Field,1,1,0,1,1,1,1,1,1,1
Shane,63,612-53-0758,Dust Mites,Dr. Alexander,1,1,1,1,1,1,1,1,1,1
Stewart,33,471-17-7959,Wheat,Dr. Fuller,1,1,1,1,1,1,1,1,1,1
Brogan,73,313-79-6625,Mold,Dr. Mann,1,1,0,1,1,1,1,1,1,1
Donald,3,147-48-1680,Pollen Fish and shellfish,Dr. Wilkins,1,1,1,1,1,1,1,1,1,1
Elijah,50,287-90-3353,Wheat Tree Nuts,Dr. Carlson,1,1,1,1,1,1,1,1,1,1
Hunter,45,010-46-9990,Pet Hair,Dr. Finch,1,1,0,1,1,1,1,1,1,1
Ibrahim,71,778-50-9716,Fish and shellfish,Dr. Elliott,1,1,1,1,1,1,1,1,1,1
Jasper,4,854-60-6228,Pollen Penicillin,Dr. Watson,1,1,0,1,1,1,1,1,1,1
Kane,53,053-92-3846,Fish and shellfish Dust Mites,Dr. Reed,1,1,1,1,1,1,1,1,1,1
Lukas,11,409-82-2889,Mold,Dr. Peterson,1,1,1,1,1,1,1,1,1,1
Michal,25,904-46-4613,Soy,Dr. Mohamed,1,1,1,1,1,1,1,1,1,1
Nairn,8,896-99-5604,Pet Hair,Dr. Fuller,1,1,0,1,1,1,1,1,1,1
Ramsay,2,099-26-4337,,Dr. Cruz,1,1,0,1,1,1,1,1,1,1
Ruairi,5,121-54-3570,,Dr. Strickland,1,1,1,1,1,1,1,1,1,1
Rudi,26,833-50-0064,Latex Cow's milk,Dr. Bailey,1,1,1,1,1,1,1,1,1,1
Simon,36,979-78-5761,Dust Mites Pet Hair,Dr. Garrett,1,1,1,1,1,1,1,1,1,1
Barry,50,510-79-5453,Soy Pollen,Dr. Stanley,1,1,0,1,1,1,1,1,1,1
Bobby,42,426-95-0317,,Dr. Bailey,1,1,1,1,1,1,1,1,1,1
Brian,54,292-73-0870,Latex Mold Fish and shellfish,Dr. Hamilton,1,1,0,1,1,1,1,1,1,1
Cruz,7,758-67-1746,Pollen Dust Mites,Dr. Thompson,1,1,1,1,1,1,1,1,1,1
Eoin,69,226-55-2399,Soy Pollen Pet Hair,Dr. Herbert,1,1,1,1,1,1,1,1,1,1
Frazer,52,398-02-5157,Pollen Penicillin Soy,Dr. Alvarado,1,1,0,1,1,1,1,1,1,1
Jai,71,700-45-1925,Soy Pet Hair,Dr. Jones,1,1,0,1,1,1,1,1,1,1
Jak,57,032-73-3825,Cow's milk,Dr. Bailey,1,1,1,1,1,1,1,1,1,1
Jenson,58,036-63-9344,,Dr. Joyce,1,1,1,1,1,1,1,1,1,1
Leyton,57,083-84-1256,Mold Pollen,Dr. Bush,1,1,1,1,1,1,1,1,1,1
Muhammed,40,077-12-2478,Wheat,Dr. Terry,1,1,0,1,1,1,1,1,1,1
Nicolas,17,520-29-7630,Soy,Dr. Carey,1,1,0,1,0,1,1,1,1,0
Patryk,7,725-65-5967,Pollen,Dr. Flores,1,1,1,1,1,1,1,1,1,1
Roan,5,223-88-7186,Wheat Mold,Dr. Allen,1,1,1,1,1,1,1,1,1,1
Saul,62,851-04-3669,Tree Nuts,Dr. Cook,1,1,1,1,1,1,1,1,1,1
Tommy,13,878-57-8317,Soy Fish and shellfish Latex,Dr. Peterson,1,1,0,1,1,1,1,1,1,1
Abdullah,55,439-34-7110,Fish and shellfish Cow's milk,Dr. Waters,1,1,1,1,1,1,1,1,1,1
Aedan,4,420-76-2200,Latex,Dr. Terry,1,1,0,1,0,1,1,0,0,0
Alfred,16,129-49-2298,Penicillin Dust Mites,Dr. Hunt,1,1,0,1,1,1,1,1,1,1
Arlo,44,554-37-3668,Soy,Dr. Kaye,1,1,1,1,1,1,1,1,1,1
Bartosz,18,322-00-4708,Penicillin,Dr. Naylor,1,1,0,1,1,1,1,1,1,1
Beau,47,172-69-6274,Tree Nuts,Dr. Crossley,1,1,0,1,1,1,1,1,1,1
Cailean,4,373-97-2293,Fish and shellfish Soy,Dr. Graham,1,1,1,1,1,1,1,1,1,1
Clark,61,028-84-5740,Dust Mites Wheat Soy,Dr. Stanley,1,1,0,1,1,1,1,1,1,1
Daniyal,6,852-05-1654,,Dr. Thompson,1,1,0,1,1,1,1,1,1,1
Eric,64,415-75-4857,Tree Nuts Penicillin,Dr. Flores,1,1,0,1,0,1,1,1,1,0
Graeme,35,050-34-5937,Penicillin Wheat,Dr. Sherman,1,1,0,1,0,1,1,1,0,0
Graham,44,888-54-0179,Cow's milk Latex Fish and shellfish,Dr. Palmer,1,1,1,1,1,1,1,1,1,1
Greg,52,437-21-8305,Cow's milk Penicillin Wheat,Dr. Sherman,1,1,1,1,1,1,1,1,1,1
Hamza,39,459-64-1140,Mold Dust Mites,Dr. Watson,1,1,0,1,1,1,1,1,1,1
Jaxson,22,039-34-7515,Latex,Dr. Gibson,1,1,1,1,1,1,1,1,1,1
Johnny,7,093-75-7996,,Dr. Romero,1,1,0,1,1,1,1,1,1,1
Jonah,12,584-56-0325,Dust Mites,Dr. Jimenez,1,1,1,1,1,1,1,1,1,1
Marshall,45,076-36-6064,Pet Hair,Dr. Love,1,1,0,1,1,1,1,1,1,1
Micah,27,528-54-1069,Tree Nuts,Dr. Stanley,1,1,0,1,1,1,1,1,1,1
Rayan,56,806-12-0555,Latex,Dr. Palmer,1,1,1,1,1,1,1,1,1,1
Reiss,39,573-75-1333,Latex,Dr. Cunningham,1,1,1,1,1,1,1,1,1,1
Rohan,32,510-01-0513,Latex Cow's milk Pollen,Dr. Sherman,1,1,0,1,1,1,1,1,1,1
Ryley,0,457-76-1419,Cow's milk Pollen,Dr. Figueroa,1,1,1,1,1,1,1,1,1,1
Saif,58,527-13-2612,Soy Dust Mites,Dr. Rossi,1,1,1,1,1,1,1,1,1,1
Victor,55,579-15-6588,Pollen,Dr. Atherton,1,1,1,1,1,1,1,1,1,1
Ajay,63,804-52-3449,Fish and shellfish Dust Mites Tree Nuts,Dr. Fletcher,1,1,1,1,1,1,1,1,1,1
Brendan,66,329-26-8436,,Dr. Alvarado,1,1,1,1,1,1,1,1,1,1
Brooklyn,78,066-23-9311,Cow's milk Tree Nuts Penicillin,Dr. Thompson,1,1,1,1,1,1,1,1,1,1
Carter,10,102-35-0854,Latex Dust Mites,Dr. Atherton,1,1,0,1,0,1,1,0,0,0
Coby,71,936-72-7113,Pollen Fish and shellfish Pet Hair,Dr. Reynolds,1,1,0,1,1,1,1,1,1,1
Cory,6,128-56-8358,,Dr. Strickland,1,1,0,1,1,1,1,1,1,1
Dale,79,275-20-8375,Dust Mites,Dr. Watson,1,1,0,1,0,1,1,1,1,0
Gavin,78,836-24-6718,Soy Dust Mites Wheat,Dr. Alexander,1,1,1,1,1,1,1,1,1,1
Ivan,52,309-87-6163,Cow's milk Dust Mites,Dr. Osborne,1,1,0,1,1,1,1,1,1,1
Kelvin,73,303-07-8307,,Dr. Finch,1,1,0,1,1,1,1,1,1,1
Kenneth,77,625-89-8751,,Dr. Sims,1,1,0,1,1,1,1,1,1,1
Kody,70,644-33-3307,Pollen Mold Penicillin,Dr. Thomas,1,1,1,1,1,1,1,1,1,1
Mathew,53,413-22-3838,Soy,Dr. Garrett,1,1,0,1,0,1,1,1,1,0
Mikolaj,16,021-44-6677,Wheat Pollen,Dr. Jones,1,1,1,1,1,1,1,1,1,1
Miles,43,068-86-9795,,Dr. Dean,1,1,0,1,1,1,1,1,1,1
Mohamed,60,314-51-9728,Soy Pollen,Dr. Hawkins,1,1,0,1,1,1,1,1,1,1
Myles,53,678-59-5320,Dust Mites,Dr. Black,1,1,1,1,1,1,1,1,1,1
Olivier,72,091-70-2392,Wheat Dust Mites,Dr. Sims,1,1,0,1,1,1,1,1,1,1
Piotr,43,810-41-6240,,Dr. Taylor,1,1,1,1,1,1,1,1,1,1
Rayyan,62,879-83-5914,Pollen Pet Hair,Dr. Spencer,1,1,1,1,1,1,1,1,1,1
Shea,71,143-64-5901,Latex,Dr. Mann,1,1,0,1,1,1,1,1,1,1
Wiktor,29,118-07-9223,Fish and shellfish,Dr. Osborne,1,1,1,1,1,1,1,1,1,1
Brayden,26,282-13-0829,Pet Hair Latex Pollen,Dr. Hamilton,1,1,1,1,1,1,1,1,1,1
Caden,16,773-41-3173,Mold Wheat,Dr. Jimenez,1,1,1,1,1,1,1,1,1,1
Cain,64,799-58-3263,,Dr. Parsons,1,1,0,1,1,1,1,1,1,1
Conall,70,161-25-3813,Latex Penicillin Wheat,Dr. Love,1,1,0,1,1,1,1,1,1,1
Daryl,20,732-57-7890,,Dr. Barnett,1,1,0,1,1,1,1,1,1,1
Devon,52,449-02-7515,Cow's milk Fish and shellfish Mold,Dr. Leonard,1,1,0,1,1,1,1,1,1,1
Emmanuel,77,874-82-2832,Tree Nuts,Dr. Hawkins,1,1,0,1,1,1,1,1,1,1
Fletcher,61,476-84-0626,Dust Mites,Dr. Bailey,1,1,0,1,1,1,1,1,1,1
Franciszek,39,506-31-0996,Latex,Dr. Hamilton,1,1,1,1,1,1,1,1,1,1
Garry,11,834-41-6638,Latex Tree Nuts Mold,Dr. Mckenna,1,1,1,1,1,1,1,1,1,1
Kalvin,26,140-13-3630,Mold,Dr. Allen,1,1,0,1,1,1,1,1,1,1
Oliwier,38,799-58-4378,,Dr. Boyd,1,1,0,1,1,1,1,1,1,1
Omar,17,362-07-8942,Tree Nuts Soy Pollen,Dr. Mann,1,1,0,1,1,1,1,1,1,1
Regan,79,915-96-7460,,Dr. Thompson,1,1,1,1,1,1,1,1,1,1
Syed,77,965-36-1174,,Dr. Foster,1,1,1,1,1,1,1,1,1,1
Warren,80,216-93-2527,Mold,Dr. Watson,1,1,1,1,1,1,1,1,1,1
Xavier,41,016-89-3645,Pollen Dust Mites,Dr. Gibson,1,1,0,1,1,1,1,1,1,1
Aleksander,7,209-38-1094,Soy,Dr. Mohamed,1,1,0,1,0,1,1,1,1,0
Asher,10,401-24-7748,Penicillin Mold,Dr. uez,1,1,0,1,0,1,1,1,0,0
Danyl,57,679-47-1395,,Dr. Foster,1,1,0,1,1,1,1,1,1,1
Glen,6,332-33-3151,,Dr. Kaye,1,1,0,1,0,1,0,0,0,0
Kris,71,155-24-7117,,Dr. Crossley,1,1,1,1,1,1,1,1,1,1
Kyran,59,247-92-8310,Latex Fish and shellfish,Dr. Williamson,1,1,0,1,1,1,1,1,1,1
Lawrie,2,137-57-5576,Latex Pet Hair Cow's milk,Dr. Field,1,1,1,1,1,1,1,1,1,1
Lyall,1,488-98-8416,Wheat Penicillin Pet Hair,Dr. Osborne,1,1,1,1,1,1,1,1,1,1
Maison,25,795-40-9995,Dust Mites,Dr. Moran,1,1,1,1,1,1,1,1,1,1
Matteo,75,450-92-3708,Penicillin Pollen,Dr. Flores,1,1,1,1,1,1,1,1,1,1
Murdo,11,042-32-5349,Pollen Mold,Dr. Reynolds,1,1,0,1,0,1,1,1,1,0
Mylo,79,994-98-0631,Cow's milk,Dr. Hunt,1,1,1,1,1,1,1,1,1,1
Phoenix,11,034-60-4285,Fish and shellfish Tree Nuts Dust Mites,Dr. Love,1,1,1,1,1,1,1,1,1,1
Stanley,29,603-28-1391,Pollen Penicillin,Dr. Terry,1,1,1,1,1,1,1,1,1,1
Will,53,444-19-2052,Latex Cow's milk,Dr. Khan,1,1,0,1,1,1,1,1,1,1
Zain,43,528-17-7012,Tree Nuts,Dr. Figueroa,1,1,0,1,0,1,1,1,0,0
Andy,35,886-14-8013,Soy Mold,Dr. Thornton,1,1,0,1,0,1,1,1,0,0
Anton,66,503-99-5344,Dust Mites,Dr. Wallace,1,1,1,1,1,1,1,1,1,1
Armaan,41,789-44-4747,Mold Soy Latex,Dr. Alexander,1,1,1,1,1,1,1,1,1,1
Cairn,79,595-76-2041,Pollen,Dr. Rossi,1,1,1,1,1,1,1,1,1,1
Conrad,33,541-21-6124,Latex Penicillin Cow's milk,Dr. Strickland,1,1,1,1,1,1,1,1,1,1
Dawid,46,309-70-5956,Dust Mites Pet Hair Penicillin,Dr. Abbott,1,1,1,1,1,1,1,1,1,1
Derren,20,489-00-5650,Pollen,Dr. Myers,1,1,0,1,1,1,1,1,1,1
Francis,70,898-96-2623,Tree Nuts Dust Mites,Dr. Barnett,1,1,0,1,1,1,1,1,1,1
Gareth,22,147-16-6862,Latex Dust Mites,Dr. Kaye,1,1,1,1,1,1,1,1,1,1
Gordon,73,745-43-0105,,Dr. Foster,1,1,0,1,1,1,1,1,1,1
Haris,0,545-22-0124,Pet Hair Penicillin Pollen,Dr. Bailey,1,1,1,1,1,1,1,1,1,1
Jaydon,25,446-72-6195,Cow's milk Mold Pet Hair,Dr. Figueroa,1,1,0,1,1,1,1,1,1,1
Joey,7,018-94-4917,Tree Nuts Cow's milk,Dr. Parsons,1,1,0,1,0,1,1,1,1,0
Leland,71,886-15-2137,Latex Fish and shellfish,Dr. Romero,1,1,0,1,1,1,1,1,1,1
Leonardo,25,237-88-9799,,Dr. Bailey,1,1,0,1,1,1,1,1,1,1
Maksymilian,10,802-45-7125,,Dr. Juarez,1,1,1,1,1,1,1,1,1,1
Malcolm,8,288-48-3425,Pollen Fish and shellfish Penicillin,Dr. Austin,1,1,0,1,1,1,1,1,1,1
Nikodem,66,093-46-1777,Cow's milk Dust Mites Mold,Dr. Barnett,1,1,0,1,1,1,1,1,1,1
Philip,31,941-87-9223,Pet Hair,Dr. Foster,1,1,1,1,1,1,1,1,1,1
Ruaraidh,63,278-77-8044,Dust Mites,Dr. Alvarado,1,1,0,1,1,1,1,1,1,1
Russell,30,455-71-2251,,Dr. Sherman,1,1,0,1,1,1,1,1,1,1
Santiago,55,215-18-0149,,Dr. Brown,1,1,1,1,1,1,1,1,1,1
Shae,31,020-69-1637,Cow's milk Wheat Tree Nuts,Dr. Gibson,1,1,0,1,1,1,1,1,1,1
Shayne,5,252-99-4636,Pet Hair,Dr. Abbott,1,1,0,1,1,1,1,1,1,1
Torin,45,898-42-6093,Mold Cow's milk Tree Nuts,Dr. Boyd,1,1,0,1,1,1,1,1,1,1
Vinnie,19,037-54-5892,,Dr. Herbert,1,1,1,1,1,1,1,1,1,1
Wojciech,68,383-01-1933,,Dr. Fuller,1,1,1,1,1,1,1,1,1,1
Aarron,58,617-27-6530,,Dr. Hunt,1,1,0,1,0,0,0,0,0,0
Ahmad,11,549-74-0693,Cow's milk,Dr. Brown,1,1,1,1,1,1,1,1,1,1
Aidyn,26,237-39-6995,Fish and shellfish Latex Mold,Dr. Gardner,1,1,1,1,1,1,1,1,1,1
Albert,62,793-24-4101,,Dr. Park,1,1,0,1,0,0,0,0,0,0
Alec,50,050-47-7220,Penicillin Pet Hair Wheat,Dr. NicholsonDr. Brady,1,1,1,1,1,1,1,1,1,1
Amir,5,580-64-4073,Wheat Dust Mites,Dr. Hamilton,1,1,1,1,1,1,1,1,1,1
Antony,69,876-02-3540,,Dr. Mckenna,1,1,0,1,1,1,1,1,1,1
Archibald,39,518-17-0492,Penicillin Pollen,Dr. Gibbs,1,1,1,1,1,1,1,1,1,1
Aydin,59,091-48-1141,Tree Nuts,Dr. O'Connor,1,1,1,1,1,1,1,1,1,1
Baillie,78,219-45-3320,Dust Mites,Dr. Cruz,1,1,0,1,1,1,1,1,1,1
Bryan,35,631-53-4689,Pollen Tree Nuts Penicillin,Dr. Jones,1,1,1,1,1,1,1,1,1,1
Calan,57,999-64-0667,Pet Hair Soy,Dr. Barnett,1,1,0,1,0,1,1,1,1,0
Cillian,39,433-83-2670,,Dr. Leonard,1,1,0,1,1,1,1,1,1,1
Clay,31,522-03-6242,Soy,Dr. Abbott,1,1,0,1,1,1,1,1,1,1
Conlan,24,935-61-8537,Fish and shellfish Pet Hair,Dr. Carrillo,1,1,1,1,1,1,1,1,1,1
Connell,68,175-64-3260,Wheat Mold,Dr. Cook,1,1,1,1,1,1,1,1,1,1
Cullen,78,517-19-5652,Pollen Soy Penicillin,Dr. Thomas,1,1,1,1,1,1,1,1,1,1
Dara,67,222-57-2832,Soy Pet Hair Penicillin,Dr. Graham,1,1,0,1,1,1,1,1,1,1
Devin,44,607-21-2069,,Dr. Myers,1,1,0,1,0,1,1,1,1,0
Devlin,27,489-63-9476,Pollen Soy,Dr. Pham,1,1,1,1,1,1,1,1,1,1
Donnie,69,447-70-4981,Pollen,Dr. Reynolds,1,1,0,1,0,1,1,0,0,0
Dorian,31,912-95-5825,Tree Nuts Soy,Dr. Myers,1,1,0,1,1,1,1,1,1,1
Dougal,9,149-30-8900,Mold,Dr. Fuller,1,1,1,1,1,1,1,1,1,1
Elias,3,796-07-0048,Pet Hair,Dr. Garrett,1,1,1,1,1,1,1,1,1,1
Eoghan,41,812-97-1028,Penicillin,Dr. Flores,1,1,0,1,1,1,1,1,1,1
Fionn,73,394-53-5375,,Dr. Armstrong,1,1,0,1,0,1,1,1,1,0
Fred,64,214-58-0846,Wheat,Dr. Finch,1,1,0,1,1,1,1,1,1,1
Glenn,45,082-21-7737,,Dr. Khan,1,1,0,1,0,1,1,1,1,0
Igor,1,175-86-6599,,Dr. Taylor,1,1,0,1,1,1,1,1,1,1
Innis,17,053-81-8185,Cow's milk Fish and shellfish,Dr. Boyd,1,1,0,1,1,1,1,1,1,1
Ismail,39,382-98-0122,Penicillin Soy,Dr. Stevenson,1,1,1,1,1,1,1,1,1,1
Jensen,42,008-28-4148,Cow's milk,Dr. Terry,1,1,0,1,1,1,1,1,1,1
Jimmy,16,099-98-1910,Dust Mites Latex,Dr. Carlson,1,1,1,1,1,1,1,1,1,1
Kobi,13,902-72-2407,Pet Hair,Dr. Reynolds,1,1,1,1,1,1,1,1,1,1
Korey,70,220-20-0203,,Dr. Hamilton,1,1,1,1,1,1,1,1,1,1
Laurence,24,821-05-4349,Penicillin,Dr. Thomas,1,1,0,1,1,1,1,1,1,1
Lucca,64,790-77-7345,Pollen Pet Hair,Dr. Gibson,1,1,0,1,1,1,1,1,1,1
Luis,62,499-93-7064,Dust Mites Soy Penicillin,Dr. Fuller,1,1,0,1,1,1,1,1,1,1
Musa,44,997-84-4301,Pet Hair Pollen Cow's milk,Dr. Joyce,1,1,1,1,1,1,1,1,1,1
Natan,76,849-19-5462,Tree Nuts Mold,Dr. Reed,1,1,0,1,1,1,1,1,1,1
Olaf,65,950-18-9397,Wheat Dust Mites,Dr. Herbert,1,1,1,1,1,1,1,1,1,1
Oran,10,933-76-0980,Wheat Fish and shellfish Cow's milk,Dr. Mcdonald,1,1,1,1,1,1,1,1,1,1
Ray,64,932-82-0160,Latex Cow's milk,Dr. Juarez,1,1,1,1,1,1,1,1,1,1
Raymond,79,470-54-8710,Mold,Dr. Cruz,1,1,1,1,1,1,1,1,1,1
Reegan,48,638-43-2136,Latex,Dr. Alvarado,1,1,0,1,1,1,1,1,1,1
Remy,27,241-44-6578,Pollen Penicillin,Dr. Wise,1,1,0,1,1,1,1,1,1,1
Richie,80,228-84-9901,,Dr. Cook,1,1,0,1,1,1,1,1,1,1
Ritchie,13,661-43-6226,Pet Hair Dust Mites Mold,Dr. Peterson,1,1,0,1,1,1,1,1,1,1
Romeo,37,507-71-2458,Pollen Latex,Dr. Juarez,1,1,1,1,1,1,1,1,1,1
Ronnie,64,305-08-7620,Fish and shellfish,Dr. O'Connor,1,1,1,1,1,1,1,1,1,1
Rylan,41,075-56-4034,Penicillin Soy,Dr. Brown,1,1,1,1,1,1,1,1,1,1
Rylie,42,561-95-9904,,Dr. Wise,1,1,1,1,1,1,1,1,1,1
Troy,52,186-77-4694,Fish and shellfish Latex,Dr. Barrett,1,1,1,1,1,1,1,1,1,1
Tymon,9,850-20-5076,,Dr. Burgess,1,1,1,1,1,1,1,1,1,1
Yousef,43,664-00-8898,,Dr. Crossley,1,1,0,1,1,1,1,1,1,1
Yusuf,69,902-59-9509,Pet Hair Soy Fish and shellfish,Dr. Carey,1,1,1,1,1,1,1,1,1,1
Aaran,17,078-50-6310,Dust Mites Tree Nuts,Dr. Stevenson,1,1,1,1,1,1,1,1,1,1
Aden,39,858-86-9366,,Dr. Waters,1,1,0,1,0,1,1,1,0,0
Ally,28,468-65-2076,Fish and shellfish Cow's milk Pollen,Dr. Nichols,1,1,1,1,1,1,1,1,1,1
Antonio,48,946-47-7517,,Dr. Thompson,1,1,1,1,1,1,1,1,1,1
Bo,68,391-81-3235,Cow's milk,Dr. Wilkins,1,1,1,1,1,1,1,1,1,1
Cade,66,954-48-8446,Mold Soy,Dr. Terry,1,1,0,1,1,1,1,1,1,1
Callen,33,867-32-3849,Latex Cow's milk Pollen,Dr. Khan,1,1,1,1,1,1,1,1,1,1
Carlo,55,347-41-6140,Latex,Dr. Thompson,1,1,1,1,1,1,1,1,1,1
Casper,54,189-92-7576,,Dr. Harmon,1,1,0,1,1,1,1,1,1,1
Cormac,18,241-57-2988,Tree Nuts Mold,Dr. Stevenson,1,1,1,1,1,1,1,1,1,1
Damon,21,197-26-3633,Pet Hair Dust Mites,Dr. Khan,1,1,1,1,1,1,1,1,1,1
Darragh,43,109-57-2083,Soy Tree Nuts,Dr. Palmer,1,1,1,1,1,1,1,1,1,1
Darryl,68,624-00-1929,Cow's milk Fish and shellfish Penicillin,Dr. O'Connor,1,1,1,1,1,1,1,1,1,1
Davis,49,901-84-5694,,Dr. Williamson,1,1,0,1,0,1,0,0,0,0
Derek,66,766-82-7158,,Dr. Moran,1,1,0,1,1,1,1,1,1,1
Eddie,46,757-98-6761,Penicillin,Dr. Khan,1,1,0,1,0,1,1,1,1,0
Emil,40,619-12-1431,,Dr. Carey,1,1,1,1,1,1,1,1,1,1
Emilio,25,394-69-8292,Penicillin Pet Hair,Dr. Peterson,1,1,0,1,1,1,1,1,1,1
Enzo,60,143-49-2850,Mold Penicillin Pet Hair,Dr. Alexander,1,1,1,1,1,1,1,1,1,1
Ewen,68,101-78-9093,Latex Soy Pollen,Dr. Gibson,1,1,0,1,1,1,1,1,1,1
Frank,31,495-37-0132,Latex Tree Nuts Dust Mites,Dr. Fletcher,1,1,1,1,1,1,1,1,1,1
Guy,59,669-15-2979,Pet Hair Latex,Dr. Peterson,1,1,1,1,1,1,1,1,1,1
Hassan,75,246-26-4754,Cow's milk Pet Hair Wheat,Dr. Hawkins,1,1,1,1,1,1,1,1,1,1
Isa,21,897-00-3350,Mold,Dr. Alexander,1,1,0,1,1,1,1,1,1,1
Julian,40,960-26-5220,Cow's milk Fish and shellfish,Dr. Hawkins,1,1,0,1,0,1,1,1,1,0
Kade,37,244-88-8135,Latex Pet Hair,Dr. Brown,1,1,1,1,1,1,1,1,1,1
Kaidyn,13,983-75-9834,,Dr. Fletcher,1,1,1,1,1,1,1,1,1,1
Kamil,46,565-79-6394,Dust Mites,Dr. Alexander,1,1,1,1,1,1,1,1,1,1
Karol,11,572-57-3914,Cow's milk Tree Nuts Penicillin,Dr. Gibson,1,1,0,1,1,1,1,1,1,1
Kenzi,9,829-07-9393,,Dr. Crossley,1,1,1,1,1,1,1,1,1,1
Kole,35,161-93-6174,Dust Mites,Dr. Wood,1,1,1,1,1,1,1,1,1,1
Kristopher,11,277-90-9496,Pollen Mold,Dr. Patterson,1,1,1,1,1,1,1,1,1,1
Lincoln,69,678-23-1295,,Dr. Garcia,1,1,1,1,1,1,1,1,1,1
Lochlann,7,514-90-0059,Cow's milk Dust Mites Pet Hair,Dr. Mckenna,1,1,1,1,1,1,1,1,1,1
Luka,68,600-45-3844,,Dr. Terry,1,1,0,1,0,1,1,0,0,0
Maciej,2,830-34-7002,,Dr. Black,1,1,0,1,1,1,1,1,1,1
Malachy,44,363-74-9839,Pollen Cow's milk,Dr. Allen,1,1,0,1,0,1,1,1,0,0
Markus,21,404-83-4753,,Dr. Stevenson,1,1,0,1,1,1,1,1,1,1
Maximillian,78,986-08-6048,,Dr. Herbert,1,1,1,1,1,1,1,1,1,1
Muir,56,456-42-6168,Latex Tree Nuts Fish and shellfish,Dr. Love,1,1,1,1,1,1,1,1,1,1
Nikolas,76,545-81-2634,Cow's milk Latex Tree Nuts,Dr. Gibbs,1,1,0,1,1,1,1,1,1,1
Oisin,19,658-11-9571,Mold Pet Hair Pollen,Dr. Leonard,1,1,1,1,1,1,1,1,1,1
Otis,2,672-25-2132,Pet Hair Latex Wheat,Dr. Bailey,1,1,1,1,1,1,1,1,1,1
Pawel,71,754-92-3917,Soy,Dr. Love,1,1,1,1,1,1,1,1,1,1
Preston,51,112-70-0629,Mold Dust Mites,Dr. Mohamed,1,1,1,1,1,1,1,1,1,1
Ralph,42,174-68-4403,Pet Hair Fish and shellfish Pollen,Dr. Harmon,1,1,1,1,1,1,1,1,1,1
Rayhan,59,716-46-3955,Dust Mites Soy Fish and shellfish,Dr. Gibson,1,1,0,1,1,1,1,1,1,1
Reagan,51,743-92-1411,Mold Soy Fish and shellfish,Dr. Terry,1,1,1,1,1,1,1,1,1,1
Rehan,68,685-12-6359,Dust Mites Wheat Soy,Dr. Stanley,1,1,0,1,1,1,1,1,1,1
Rhuari,25,196-31-2661,Latex,Dr. Reynolds,1,1,1,1,1,1,1,1,1,1
Rhyan,72,928-75-3192,Fish and shellfish Soy,Dr. Atherton,1,1,0,1,0,1,1,1,0,0
Roddy,41,597-55-6563,Pollen Mold Tree Nuts,Dr. Stevenson,1,1,1,1,1,1,1,1,1,1
Rylee,28,696-75-6279,,Dr. Stevenson,1,1,0,1,1,1,1,1,1,1
Sami,21,853-02-4822,Tree Nuts Pollen Dust Mites,Dr. Gibbs,1,1,1,1,1,1,1,1,1,1
Sandy,9,265-77-2728,Dust Mites,Dr. Palmer,1,1,0,1,1,1,1,1,1,1
Scot,73,454-92-5118,Penicillin Cow's milk,Dr. Foster,1,1,0,1,1,1,1,1,1,1
Spencer,58,217-10-3357,Dust Mites Cow's milk Pet Hair,Dr. Mohamed,1,1,1,1,1,1,1,1,1,1
Stanislaw,47,348-93-0043,Mold,Dr. Khan,1,1,1,1,1,1,1,1,1,1
Teejay,0,047-24-0888,,Dr. Gardner,1,1,1,1,1,1,1,1,1,1
Theodore,31,314-46-0869,,Dr. Romero,1,1,1,1,1,1,1,1,1,1
Tomas,12,708-96-7866,Mold Latex,Dr. Thornton,1,1,1,1,1,1,1,1,1,1
